id,komentar,platform
2141,"Sesuai deskripsi, sangat puas.",E-Commerce
2142,Lagi rame bahas ini di timeline 😁,Twitter
2143,"Promonya mantap, langsung checkout.",Twitter
2144,"Beli karena lihat di Twitter, worth it!",Twitter
2145,Lagi rame bahas ini di timeline 😁,Twitter
2146,"Unboxing-nya estetik banget, suka 😍",Instagram
2147,"Lihat di IG story teman, jadi penasaran.",Instagram
2148,"Beli karena lihat di Twitter, worth it!",Twitter
2149,"Baru coba produk ini, ternyata oke juga!",Twitter
2150,"Beli karena lihat di Twitter, worth it!",Twitter
2151,User experience-nya beda dari yang lain.,Twitter
2152,"Baru coba produk ini, ternyata oke juga!",Twitter
2153,Cocok buat pelajar dan profesional.,PlayStore
2154,Lagi rame bahas ini di timeline 😁,Twitter
2155,"Beli karena lihat di Twitter, worth it!",Twitter
2156,Fiturnya lengkap dan mudah digunakan.,PlayStore
2157,Suka banget sama warnanya!,Instagram
2158,"Lihat di IG story teman, jadi penasaran.",Instagram
2159,"Lihat di IG story teman, jadi penasaran.",Instagram
2160,"Sesuai deskripsi, sangat puas.",E-Commerce
2161,"Baru coba produk ini, ternyata oke juga!",Twitter
2162,"Lihat di IG story teman, jadi penasaran.",Instagram
2163,User experience-nya beda dari yang lain.,Twitter
2164,"Sesuai deskripsi, sangat puas.",E-Commerce
2165,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2166,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2167,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2168,Desain UI sangat menarik.,PlayStore
2169,"Unboxing-nya estetik banget, suka 😍",Instagram
2170,Fiturnya lengkap dan mudah digunakan.,PlayStore
2171,Suka banget sama warnanya!,Instagram
2172,Aplikasi ini sangat membantu!,PlayStore
2173,"Sesuai deskripsi, sangat puas.",E-Commerce
2174,Beli karena lihat review di reels.,Instagram
2175,"Unboxing-nya estetik banget, suka 😍",Instagram
2176,Beli karena lihat review di reels.,Instagram
2177,Harga terjangkau dan berkualitas.,E-Commerce
2178,Packing rapi dan pengiriman cepat.,E-Commerce
2179,Fiturnya lengkap dan mudah digunakan.,PlayStore
2180,Produk ini viral banget di Instagram!,Instagram
2181,Desain UI sangat menarik.,PlayStore
2182,"Sering force close, mohon diperbaiki.",PlayStore
2183,Produk ini viral banget di Instagram!,Instagram
2184,"Baru coba produk ini, ternyata oke juga!",Twitter
2185,Aplikasi ini sangat membantu!,PlayStore
2186,"Lihat di IG story teman, jadi penasaran.",Instagram
2187,Produk ini viral banget di Instagram!,Instagram
2188,User experience-nya beda dari yang lain.,Twitter
2189,"Lihat di IG story teman, jadi penasaran.",Instagram
2190,"Sesuai deskripsi, sangat puas.",E-Commerce
2191,Suka banget sama warnanya!,Instagram
2192,"Beli karena lihat di Twitter, worth it!",Twitter
2193,"Sering force close, mohon diperbaiki.",PlayStore
2194,User experience-nya beda dari yang lain.,Twitter
2195,Cocok buat pelajar dan profesional.,PlayStore
2196,Desain UI sangat menarik.,PlayStore
2197,User experience-nya beda dari yang lain.,Twitter
2198,Suka banget sama warnanya!,Instagram
2199,Packing rapi dan pengiriman cepat.,E-Commerce
2200,"Unboxing-nya estetik banget, suka 😍",Instagram
2201,"Sesuai deskripsi, sangat puas.",E-Commerce
2202,"Beli karena lihat di Twitter, worth it!",Twitter
2203,Produk ini viral banget di Instagram!,Instagram
2204,"Barang cacat saat datang, kecewa.",E-Commerce
2205,Cocok buat pelajar dan profesional.,PlayStore
2206,"Unboxing-nya estetik banget, suka 😍",Instagram
2207,Fiturnya lengkap dan mudah digunakan.,PlayStore
2208,Produk ini viral banget di Instagram!,Instagram
2209,Suka banget sama warnanya!,Instagram
2210,Suka banget sama warnanya!,Instagram
2211,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2212,Fiturnya lengkap dan mudah digunakan.,PlayStore
2213,"Lihat di IG story teman, jadi penasaran.",Instagram
2214,Produk ini viral banget di Instagram!,Instagram
2215,Aplikasi ini sangat membantu!,PlayStore
2216,Produk ini viral banget di Instagram!,Instagram
2217,Packing rapi dan pengiriman cepat.,E-Commerce
2218,Harga terjangkau dan berkualitas.,E-Commerce
2219,Aplikasi ini sangat membantu!,PlayStore
2220,"Sering force close, mohon diperbaiki.",PlayStore
2221,Beli karena lihat review di reels.,Instagram
2222,Harga terjangkau dan berkualitas.,E-Commerce
2223,Beli karena lihat review di reels.,Instagram
2224,"Barang cacat saat datang, kecewa.",E-Commerce
2225,Beli karena lihat review di reels.,Instagram
2226,"Barang cacat saat datang, kecewa.",E-Commerce
2227,Beli karena lihat review di reels.,Instagram
2228,User experience-nya beda dari yang lain.,Twitter
2229,"Baru coba produk ini, ternyata oke juga!",Twitter
2230,Aplikasi ini sangat membantu!,PlayStore
2231,"Baru coba produk ini, ternyata oke juga!",Twitter
2232,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2233,"Lihat di IG story teman, jadi penasaran.",Instagram
2234,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2235,Aplikasi ini sangat membantu!,PlayStore
2236,Packing rapi dan pengiriman cepat.,E-Commerce
2237,Beli karena lihat review di reels.,Instagram
2238,"Lihat di IG story teman, jadi penasaran.",Instagram
2239,Harga terjangkau dan berkualitas.,E-Commerce
2240,User experience-nya beda dari yang lain.,Twitter
2241,"Lihat di IG story teman, jadi penasaran.",Instagram
2242,Produk ini viral banget di Instagram!,Instagram
2243,"Beli karena lihat di Twitter, worth it!",Twitter
2244,"Unboxing-nya estetik banget, suka 😍",Instagram
2245,Cocok buat pelajar dan profesional.,PlayStore
2246,Lagi rame bahas ini di timeline 😁,Twitter
2247,User experience-nya beda dari yang lain.,Twitter
2248,Lagi rame bahas ini di timeline 😁,Twitter
2249,"Unboxing-nya estetik banget, suka 😍",Instagram
2250,"Promonya mantap, langsung checkout.",Twitter
2251,"Lihat di IG story teman, jadi penasaran.",Instagram
2252,Produk ini viral banget di Instagram!,Instagram
2253,Lagi rame bahas ini di timeline 😁,Twitter
2254,Lagi rame bahas ini di timeline 😁,Twitter
2255,User experience-nya beda dari yang lain.,Twitter
2256,Packing rapi dan pengiriman cepat.,E-Commerce
2257,"Baru coba produk ini, ternyata oke juga!",Twitter
2258,Cocok buat pelajar dan profesional.,PlayStore
2259,"Barang cacat saat datang, kecewa.",E-Commerce
2260,Harga terjangkau dan berkualitas.,E-Commerce
2261,"Sering force close, mohon diperbaiki.",PlayStore
2262,Beli karena lihat review di reels.,Instagram
2263,Produk ini viral banget di Instagram!,Instagram
2264,Lagi rame bahas ini di timeline 😁,Twitter
2265,"Sering force close, mohon diperbaiki.",PlayStore
2266,"Baru coba produk ini, ternyata oke juga!",Twitter
2267,Cocok buat pelajar dan profesional.,PlayStore
2268,Fiturnya lengkap dan mudah digunakan.,PlayStore
2269,"Barang cacat saat datang, kecewa.",E-Commerce
2270,Lagi rame bahas ini di timeline 😁,Twitter
2271,Packing rapi dan pengiriman cepat.,E-Commerce
2272,Lagi rame bahas ini di timeline 😁,Twitter
2273,"Lihat di IG story teman, jadi penasaran.",Instagram
2274,"Barang cacat saat datang, kecewa.",E-Commerce
2275,Packing rapi dan pengiriman cepat.,E-Commerce
2276,"Baru coba produk ini, ternyata oke juga!",Twitter
2277,"Unboxing-nya estetik banget, suka 😍",Instagram
2278,"Lihat di IG story teman, jadi penasaran.",Instagram
2279,User experience-nya beda dari yang lain.,Twitter
2280,Cocok buat pelajar dan profesional.,PlayStore
2281,"Unboxing-nya estetik banget, suka 😍",Instagram
2282,Desain UI sangat menarik.,PlayStore
2283,"Beli karena lihat di Twitter, worth it!",Twitter
2284,Cocok buat pelajar dan profesional.,PlayStore
2285,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2286,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2287,User experience-nya beda dari yang lain.,Twitter
2288,"Promonya mantap, langsung checkout.",Twitter
2289,User experience-nya beda dari yang lain.,Twitter
2290,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2291,Harga terjangkau dan berkualitas.,E-Commerce
2292,Produk ini viral banget di Instagram!,Instagram
2293,User experience-nya beda dari yang lain.,Twitter
2294,Suka banget sama warnanya!,Instagram
2295,Lagi rame bahas ini di timeline 😁,Twitter
2296,"Promonya mantap, langsung checkout.",Twitter
2297,Cocok buat pelajar dan profesional.,PlayStore
2298,"Lihat di IG story teman, jadi penasaran.",Instagram
2299,Aplikasi ini sangat membantu!,PlayStore
2300,User experience-nya beda dari yang lain.,Twitter
2301,Harga terjangkau dan berkualitas.,E-Commerce
2302,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2303,"Barang cacat saat datang, kecewa.",E-Commerce
2304,Harga terjangkau dan berkualitas.,E-Commerce
2305,"Lihat di IG story teman, jadi penasaran.",Instagram
2306,Aplikasi ini sangat membantu!,PlayStore
2307,Beli karena lihat review di reels.,Instagram
2308,"Sesuai deskripsi, sangat puas.",E-Commerce
2309,"Barang cacat saat datang, kecewa.",E-Commerce
2310,"Sering force close, mohon diperbaiki.",PlayStore
2311,Produk ini viral banget di Instagram!,Instagram
2312,"Beli karena lihat di Twitter, worth it!",Twitter
2313,Cocok buat pelajar dan profesional.,PlayStore
2314,Fiturnya lengkap dan mudah digunakan.,PlayStore
2315,Beli karena lihat review di reels.,Instagram
2316,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2317,Lagi rame bahas ini di timeline 😁,Twitter
2318,"Lihat di IG story teman, jadi penasaran.",Instagram
2319,"Beli karena lihat di Twitter, worth it!",Twitter
2320,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2321,"Lihat di IG story teman, jadi penasaran.",Instagram
2322,"Unboxing-nya estetik banget, suka 😍",Instagram
2323,"Barang cacat saat datang, kecewa.",E-Commerce
2324,Desain UI sangat menarik.,PlayStore
2325,"Baru coba produk ini, ternyata oke juga!",Twitter
2326,Fiturnya lengkap dan mudah digunakan.,PlayStore
2327,"Promonya mantap, langsung checkout.",Twitter
2328,User experience-nya beda dari yang lain.,Twitter
2329,Fiturnya lengkap dan mudah digunakan.,PlayStore
2330,"Baru coba produk ini, ternyata oke juga!",Twitter
2331,"Baru coba produk ini, ternyata oke juga!",Twitter
2332,"Beli karena lihat di Twitter, worth it!",Twitter
2333,Desain UI sangat menarik.,PlayStore
2334,"Barang cacat saat datang, kecewa.",E-Commerce
2335,Produk ini viral banget di Instagram!,Instagram
2336,"Sering force close, mohon diperbaiki.",PlayStore
2337,Desain UI sangat menarik.,PlayStore
2338,"Beli karena lihat di Twitter, worth it!",Twitter
2339,"Beli karena lihat di Twitter, worth it!",Twitter
2340,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2341,Harga terjangkau dan berkualitas.,E-Commerce
2342,"Beli karena lihat di Twitter, worth it!",Twitter
2343,Produk ini viral banget di Instagram!,Instagram
2344,"Unboxing-nya estetik banget, suka 😍",Instagram
2345,Suka banget sama warnanya!,Instagram
2346,Beli karena lihat review di reels.,Instagram
2347,Aplikasi ini sangat membantu!,PlayStore
2348,Fiturnya lengkap dan mudah digunakan.,PlayStore
2349,"Lihat di IG story teman, jadi penasaran.",Instagram
2350,Beli karena lihat review di reels.,Instagram
2351,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2352,Fiturnya lengkap dan mudah digunakan.,PlayStore
2353,Packing rapi dan pengiriman cepat.,E-Commerce
2354,"Lihat di IG story teman, jadi penasaran.",Instagram
2355,Cocok buat pelajar dan profesional.,PlayStore
2356,"Sesuai deskripsi, sangat puas.",E-Commerce
2357,"Promonya mantap, langsung checkout.",Twitter
2358,Beli karena lihat review di reels.,Instagram
2359,"Lihat di IG story teman, jadi penasaran.",Instagram
2360,Aplikasi ini sangat membantu!,PlayStore
2361,Harga terjangkau dan berkualitas.,E-Commerce
2362,Lagi rame bahas ini di timeline 😁,Twitter
2363,"Unboxing-nya estetik banget, suka 😍",Instagram
2364,"Beli karena lihat di Twitter, worth it!",Twitter
2365,Desain UI sangat menarik.,PlayStore
2366,Suka banget sama warnanya!,Instagram
2367,"Promonya mantap, langsung checkout.",Twitter
2368,Harga terjangkau dan berkualitas.,E-Commerce
2369,Beli karena lihat review di reels.,Instagram
2370,User experience-nya beda dari yang lain.,Twitter
2371,Harga terjangkau dan berkualitas.,E-Commerce
2372,User experience-nya beda dari yang lain.,Twitter
2373,"Lihat di IG story teman, jadi penasaran.",Instagram
2374,Desain UI sangat menarik.,PlayStore
2375,"Barang cacat saat datang, kecewa.",E-Commerce
2376,Desain UI sangat menarik.,PlayStore
2377,"Baru coba produk ini, ternyata oke juga!",Twitter
2378,Fiturnya lengkap dan mudah digunakan.,PlayStore
2379,"Lihat di IG story teman, jadi penasaran.",Instagram
2380,"Unboxing-nya estetik banget, suka 😍",Instagram
2381,Lagi rame bahas ini di timeline 😁,Twitter
2382,"Sesuai deskripsi, sangat puas.",E-Commerce
2383,Harga terjangkau dan berkualitas.,E-Commerce
2384,Lagi rame bahas ini di timeline 😁,Twitter
2385,"Sesuai deskripsi, sangat puas.",E-Commerce
2386,"Sering force close, mohon diperbaiki.",PlayStore
2387,"Baru coba produk ini, ternyata oke juga!",Twitter
2388,Harga terjangkau dan berkualitas.,E-Commerce
2389,User experience-nya beda dari yang lain.,Twitter
2390,"Promonya mantap, langsung checkout.",Twitter
2391,"Lihat di IG story teman, jadi penasaran.",Instagram
2392,"Sesuai deskripsi, sangat puas.",E-Commerce
2393,"Baru coba produk ini, ternyata oke juga!",Twitter
2394,Beli karena lihat review di reels.,Instagram
2395,"Barang cacat saat datang, kecewa.",E-Commerce
2396,"Lihat di IG story teman, jadi penasaran.",Instagram
2397,Desain UI sangat menarik.,PlayStore
2398,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2399,Desain UI sangat menarik.,PlayStore
2400,Produk ini viral banget di Instagram!,Instagram
2401,"Sering force close, mohon diperbaiki.",PlayStore
2402,"Promonya mantap, langsung checkout.",Twitter
2403,Harga terjangkau dan berkualitas.,E-Commerce
2404,"Promonya mantap, langsung checkout.",Twitter
2405,Aplikasi ini sangat membantu!,PlayStore
2406,Suka banget sama warnanya!,Instagram
2407,Aplikasi ini sangat membantu!,PlayStore
2408,"Sering force close, mohon diperbaiki.",PlayStore
2409,Packing rapi dan pengiriman cepat.,E-Commerce
2410,"Lihat di IG story teman, jadi penasaran.",Instagram
2411,Cocok buat pelajar dan profesional.,PlayStore
2412,Lagi rame bahas ini di timeline 😁,Twitter
2413,User experience-nya beda dari yang lain.,Twitter
2414,"Unboxing-nya estetik banget, suka 😍",Instagram
2415,Produk ini viral banget di Instagram!,Instagram
2416,"Unboxing-nya estetik banget, suka 😍",Instagram
2417,"Sesuai deskripsi, sangat puas.",E-Commerce
2418,User experience-nya beda dari yang lain.,Twitter
2419,"Unboxing-nya estetik banget, suka 😍",Instagram
2420,Aplikasi ini sangat membantu!,PlayStore
2421,Desain UI sangat menarik.,PlayStore
2422,Fiturnya lengkap dan mudah digunakan.,PlayStore
2423,"Lihat di IG story teman, jadi penasaran.",Instagram
2424,"Beli karena lihat di Twitter, worth it!",Twitter
2425,Packing rapi dan pengiriman cepat.,E-Commerce
2426,Desain UI sangat menarik.,PlayStore
2427,Suka banget sama warnanya!,Instagram
2428,"Lihat di IG story teman, jadi penasaran.",Instagram
2429,"Unboxing-nya estetik banget, suka 😍",Instagram
2430,"Unboxing-nya estetik banget, suka 😍",Instagram
2431,"Promonya mantap, langsung checkout.",Twitter
2432,"Sesuai deskripsi, sangat puas.",E-Commerce
2433,Fiturnya lengkap dan mudah digunakan.,PlayStore
2434,"Sering force close, mohon diperbaiki.",PlayStore
2435,Lagi rame bahas ini di timeline 😁,Twitter
2436,Fiturnya lengkap dan mudah digunakan.,PlayStore
2437,"Sering force close, mohon diperbaiki.",PlayStore
2438,Harga terjangkau dan berkualitas.,E-Commerce
2439,"Lihat di IG story teman, jadi penasaran.",Instagram
2440,"Sering force close, mohon diperbaiki.",PlayStore
2441,"Sesuai deskripsi, sangat puas.",E-Commerce
2442,Desain UI sangat menarik.,PlayStore
2443,"Beli karena lihat di Twitter, worth it!",Twitter
2444,Cocok buat pelajar dan profesional.,PlayStore
2445,Beli karena lihat review di reels.,Instagram
2446,"Sering force close, mohon diperbaiki.",PlayStore
2447,Suka banget sama warnanya!,Instagram
2448,"Promonya mantap, langsung checkout.",Twitter
2449,"Barang cacat saat datang, kecewa.",E-Commerce
2450,"Barang cacat saat datang, kecewa.",E-Commerce
2451,Aplikasi ini sangat membantu!,PlayStore
2452,"Lihat di IG story teman, jadi penasaran.",Instagram
2453,Produk ini viral banget di Instagram!,Instagram
2454,"Promonya mantap, langsung checkout.",Twitter
2455,Beli karena lihat review di reels.,Instagram
2456,Lagi rame bahas ini di timeline 😁,Twitter
2457,Produk ini viral banget di Instagram!,Instagram
2458,Cocok buat pelajar dan profesional.,PlayStore
2459,Lagi rame bahas ini di timeline 😁,Twitter
2460,Harga terjangkau dan berkualitas.,E-Commerce
2461,Fiturnya lengkap dan mudah digunakan.,PlayStore
2462,"Sesuai deskripsi, sangat puas.",E-Commerce
2463,Aplikasi ini sangat membantu!,PlayStore
2464,Aplikasi ini sangat membantu!,PlayStore
2465,Packing rapi dan pengiriman cepat.,E-Commerce
2466,Desain UI sangat menarik.,PlayStore
2467,Packing rapi dan pengiriman cepat.,E-Commerce
2468,Aplikasi ini sangat membantu!,PlayStore
2469,"Barang cacat saat datang, kecewa.",E-Commerce
2470,Beli karena lihat review di reels.,Instagram
2471,Desain UI sangat menarik.,PlayStore
2472,"Beli karena lihat di Twitter, worth it!",Twitter
2473,"Barang cacat saat datang, kecewa.",E-Commerce
2474,"Beli karena lihat di Twitter, worth it!",Twitter
2475,"Promonya mantap, langsung checkout.",Twitter
2476,Desain UI sangat menarik.,PlayStore
2477,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2478,Lagi rame bahas ini di timeline 😁,Twitter
2479,Lagi rame bahas ini di timeline 😁,Twitter
2480,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2481,Suka banget sama warnanya!,Instagram
2482,"Sesuai deskripsi, sangat puas.",E-Commerce
2483,Fiturnya lengkap dan mudah digunakan.,PlayStore
2484,"Baru coba produk ini, ternyata oke juga!",Twitter
2485,Harga terjangkau dan berkualitas.,E-Commerce
2486,"Unboxing-nya estetik banget, suka 😍",Instagram
2487,"Sering force close, mohon diperbaiki.",PlayStore
2488,Produk ini viral banget di Instagram!,Instagram
2489,Fiturnya lengkap dan mudah digunakan.,PlayStore
2490,User experience-nya beda dari yang lain.,Twitter
2491,Produk ini viral banget di Instagram!,Instagram
2492,Desain UI sangat menarik.,PlayStore
2493,Aplikasi ini sangat membantu!,PlayStore
2494,Beli karena lihat review di reels.,Instagram
2495,Lagi rame bahas ini di timeline 😁,Twitter
2496,Fiturnya lengkap dan mudah digunakan.,PlayStore
2497,"Sering force close, mohon diperbaiki.",PlayStore
2498,Desain UI sangat menarik.,PlayStore
2499,Fiturnya lengkap dan mudah digunakan.,PlayStore
2500,"Beli karena lihat di Twitter, worth it!",Twitter
2501,Fiturnya lengkap dan mudah digunakan.,PlayStore
2502,"Sering force close, mohon diperbaiki.",PlayStore
2503,"Promonya mantap, langsung checkout.",Twitter
2504,Cocok buat pelajar dan profesional.,PlayStore
2505,Aplikasi ini sangat membantu!,PlayStore
2506,"Beli karena lihat di Twitter, worth it!",Twitter
2507,Produk ini viral banget di Instagram!,Instagram
2508,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2509,"Lihat di IG story teman, jadi penasaran.",Instagram
2510,"Barang cacat saat datang, kecewa.",E-Commerce
2511,Suka banget sama warnanya!,Instagram
2512,Suka banget sama warnanya!,Instagram
2513,"Sesuai deskripsi, sangat puas.",E-Commerce
2514,Harga terjangkau dan berkualitas.,E-Commerce
2515,"Unboxing-nya estetik banget, suka 😍",Instagram
2516,Packing rapi dan pengiriman cepat.,E-Commerce
2517,"Beli karena lihat di Twitter, worth it!",Twitter
2518,Fiturnya lengkap dan mudah digunakan.,PlayStore
2519,Harga terjangkau dan berkualitas.,E-Commerce
2520,"Lihat di IG story teman, jadi penasaran.",Instagram
2521,Suka banget sama warnanya!,Instagram
2522,"Unboxing-nya estetik banget, suka 😍",Instagram
2523,Cocok buat pelajar dan profesional.,PlayStore
2524,Lagi rame bahas ini di timeline 😁,Twitter
2525,"Lihat di IG story teman, jadi penasaran.",Instagram
2526,Cocok buat pelajar dan profesional.,PlayStore
2527,Harga terjangkau dan berkualitas.,E-Commerce
2528,Desain UI sangat menarik.,PlayStore
2529,Produk ini viral banget di Instagram!,Instagram
2530,Harga terjangkau dan berkualitas.,E-Commerce
2531,"Sesuai deskripsi, sangat puas.",E-Commerce
2532,Lagi rame bahas ini di timeline 😁,Twitter
2533,Aplikasi ini sangat membantu!,PlayStore
2534,"Sering force close, mohon diperbaiki.",PlayStore
2535,Harga terjangkau dan berkualitas.,E-Commerce
2536,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2537,User experience-nya beda dari yang lain.,Twitter
2538,Fiturnya lengkap dan mudah digunakan.,PlayStore
2539,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2540,Cocok buat pelajar dan profesional.,PlayStore
2541,"Barang cacat saat datang, kecewa.",E-Commerce
2542,"Lihat di IG story teman, jadi penasaran.",Instagram
2543,User experience-nya beda dari yang lain.,Twitter
2544,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2545,"Sering force close, mohon diperbaiki.",PlayStore
2546,Harga terjangkau dan berkualitas.,E-Commerce
2547,Suka banget sama warnanya!,Instagram
2548,Beli karena lihat review di reels.,Instagram
2549,"Barang cacat saat datang, kecewa.",E-Commerce
2550,Aplikasi ini sangat membantu!,PlayStore
2551,Cocok buat pelajar dan profesional.,PlayStore
2552,Produk ini viral banget di Instagram!,Instagram
2553,"Lihat di IG story teman, jadi penasaran.",Instagram
2554,Cocok buat pelajar dan profesional.,PlayStore
2555,Fiturnya lengkap dan mudah digunakan.,PlayStore
2556,"Promonya mantap, langsung checkout.",Twitter
2557,Desain UI sangat menarik.,PlayStore
2558,Aplikasi ini sangat membantu!,PlayStore
2559,Desain UI sangat menarik.,PlayStore
2560,Lagi rame bahas ini di timeline 😁,Twitter
2561,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2562,User experience-nya beda dari yang lain.,Twitter
2563,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2564,"Barang cacat saat datang, kecewa.",E-Commerce
2565,Desain UI sangat menarik.,PlayStore
2566,Produk ini viral banget di Instagram!,Instagram
2567,"Lihat di IG story teman, jadi penasaran.",Instagram
2568,Lagi rame bahas ini di timeline 😁,Twitter
2569,"Barang cacat saat datang, kecewa.",E-Commerce
2570,"Beli karena lihat di Twitter, worth it!",Twitter
2571,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2572,Beli karena lihat review di reels.,Instagram
2573,Suka banget sama warnanya!,Instagram
2574,Suka banget sama warnanya!,Instagram
2575,"Barang cacat saat datang, kecewa.",E-Commerce
2576,Desain UI sangat menarik.,PlayStore
2577,Packing rapi dan pengiriman cepat.,E-Commerce
2578,"Baru coba produk ini, ternyata oke juga!",Twitter
2579,Desain UI sangat menarik.,PlayStore
2580,Desain UI sangat menarik.,PlayStore
2581,Desain UI sangat menarik.,PlayStore
2582,"Promonya mantap, langsung checkout.",Twitter
2583,"Beli karena lihat di Twitter, worth it!",Twitter
2584,"Barang cacat saat datang, kecewa.",E-Commerce
2585,Harga terjangkau dan berkualitas.,E-Commerce
2586,"Lihat di IG story teman, jadi penasaran.",Instagram
2587,Produk ini viral banget di Instagram!,Instagram
2588,Packing rapi dan pengiriman cepat.,E-Commerce
2589,Produk ini viral banget di Instagram!,Instagram
2590,"Sesuai deskripsi, sangat puas.",E-Commerce
2591,User experience-nya beda dari yang lain.,Twitter
2592,"Promonya mantap, langsung checkout.",Twitter
2593,"Unboxing-nya estetik banget, suka 😍",Instagram
2594,Beli karena lihat review di reels.,Instagram
2595,Lagi rame bahas ini di timeline 😁,Twitter
2596,Produk ini viral banget di Instagram!,Instagram
2597,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2598,User experience-nya beda dari yang lain.,Twitter
2599,Beli karena lihat review di reels.,Instagram
2600,Cocok buat pelajar dan profesional.,PlayStore
2601,Lagi rame bahas ini di timeline 😁,Twitter
2602,Desain UI sangat menarik.,PlayStore
2603,"Lihat di IG story teman, jadi penasaran.",Instagram
2604,Beli karena lihat review di reels.,Instagram
2605,Fiturnya lengkap dan mudah digunakan.,PlayStore
2606,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2607,"Barang cacat saat datang, kecewa.",E-Commerce
2608,Packing rapi dan pengiriman cepat.,E-Commerce
2609,Lagi rame bahas ini di timeline 😁,Twitter
2610,"Beli karena lihat di Twitter, worth it!",Twitter
2611,"Lihat di IG story teman, jadi penasaran.",Instagram
2612,"Promonya mantap, langsung checkout.",Twitter
2613,"Baru coba produk ini, ternyata oke juga!",Twitter
2614,"Unboxing-nya estetik banget, suka 😍",Instagram
2615,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2616,Packing rapi dan pengiriman cepat.,E-Commerce
2617,"Lihat di IG story teman, jadi penasaran.",Instagram
2618,"Barang cacat saat datang, kecewa.",E-Commerce
2619,Aplikasi ini sangat membantu!,PlayStore
2620,"Sering force close, mohon diperbaiki.",PlayStore
2621,Produk ini viral banget di Instagram!,Instagram
2622,"Lihat di IG story teman, jadi penasaran.",Instagram
2623,"Sesuai deskripsi, sangat puas.",E-Commerce
2624,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2625,Cocok buat pelajar dan profesional.,PlayStore
2626,"Beli karena lihat di Twitter, worth it!",Twitter
2627,"Baru coba produk ini, ternyata oke juga!",Twitter
2628,User experience-nya beda dari yang lain.,Twitter
2629,Lagi rame bahas ini di timeline 😁,Twitter
2630,Packing rapi dan pengiriman cepat.,E-Commerce
2631,"Barang cacat saat datang, kecewa.",E-Commerce
2632,Produk ini viral banget di Instagram!,Instagram
2633,"Promonya mantap, langsung checkout.",Twitter
2634,"Unboxing-nya estetik banget, suka 😍",Instagram
2635,"Baru coba produk ini, ternyata oke juga!",Twitter
2636,"Beli karena lihat di Twitter, worth it!",Twitter
2637,Produk ini viral banget di Instagram!,Instagram
2638,Lagi rame bahas ini di timeline 😁,Twitter
2639,"Sesuai deskripsi, sangat puas.",E-Commerce
2640,Fiturnya lengkap dan mudah digunakan.,PlayStore
2641,"Beli karena lihat di Twitter, worth it!",Twitter
2642,Cocok buat pelajar dan profesional.,PlayStore
2643,"Sering force close, mohon diperbaiki.",PlayStore
2644,Desain UI sangat menarik.,PlayStore
2645,Cocok buat pelajar dan profesional.,PlayStore
2646,"Lihat di IG story teman, jadi penasaran.",Instagram
2647,Fiturnya lengkap dan mudah digunakan.,PlayStore
2648,Fiturnya lengkap dan mudah digunakan.,PlayStore
2649,User experience-nya beda dari yang lain.,Twitter
2650,"Promonya mantap, langsung checkout.",Twitter
2651,Aplikasi ini sangat membantu!,PlayStore
2652,Lagi rame bahas ini di timeline 😁,Twitter
2653,"Lihat di IG story teman, jadi penasaran.",Instagram
2654,Beli karena lihat review di reels.,Instagram
2655,Packing rapi dan pengiriman cepat.,E-Commerce
2656,Lagi rame bahas ini di timeline 😁,Twitter
2657,"Baru coba produk ini, ternyata oke juga!",Twitter
2658,"Lihat di IG story teman, jadi penasaran.",Instagram
2659,Harga terjangkau dan berkualitas.,E-Commerce
2660,User experience-nya beda dari yang lain.,Twitter
2661,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2662,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2663,Lagi rame bahas ini di timeline 😁,Twitter
2664,"Promonya mantap, langsung checkout.",Twitter
2665,Harga terjangkau dan berkualitas.,E-Commerce
